,property_id,check_in_date,room_category,successful_bookings,capacity,check_in_date_format
8050,18560,20-Jul-22,RT1,14,30,2022-07-20
8051,19562,20-Jul-22,RT3,14,29,2022-07-20
8052,19561,20-Jul-22,RT3,11,29,2022-07-20
8053,18562,20-Jul-22,RT3,17,29,2022-07-20
8054,17558,20-Jul-22,RT3,13,27,2022-07-20
8055,17562,20-Jul-22,RT3,8,27,2022-07-20
8056,19559,20-Jul-22,RT3,11,27,2022-07-20
8057,16559,20-Jul-22,RT3,17,32,2022-07-20
8058,16558,20-Jul-22,RT3,3,8,2022-07-20
8059,16562,20-Jul-22,RT3,7,18,2022-07-20
8060,17560,20-Jul-22,RT3,8,25,2022-07-20
8061,17563,20-Jul-22,RT3,8,16,2022-07-20
8062,18559,20-Jul-22,RT3,8,23,2022-07-20
8063,19558,20-Jul-22,RT3,8,21,2022-07-20
8064,17564,20-Jul-22,RT3,8,24,2022-07-20
8065,18560,20-Jul-22,RT3,13,24,2022-07-20
8066,16560,20-Jul-22,RT3,9,20,2022-07-20
8067,17561,20-Jul-22,RT3,9,19,2022-07-20
8068,19560,20-Jul-22,RT3,9,19,2022-07-20
8069,16561,20-Jul-22,RT3,10,21,2022-07-20
8070,17559,20-Jul-22,RT3,10,16,2022-07-20
8071,18563,20-Jul-22,RT3,10,23,2022-07-20
8072,16563,20-Jul-22,RT3,12,20,2022-07-20
8073,18558,20-Jul-22,RT3,12,26,2022-07-20
8074,18561,20-Jul-22,RT3,11,25,2022-07-20
8075,16562,20-Jul-22,RT4,2,6,2022-07-20
8076,17558,20-Jul-22,RT4,2,6,2022-07-20
8077,17562,20-Jul-22,RT4,2,6,2022-07-20
8078,19558,20-Jul-22,RT4,2,7,2022-07-20
8079,19561,20-Jul-22,RT4,2,7,2022-07-20
8080,19563,20-Jul-22,RT4,2,6,2022-07-20
8081,19559,20-Jul-22,RT4,2,3,2022-07-20
8082,16558,20-Jul-22,RT4,2,3,2022-07-20
8083,17560,20-Jul-22,RT4,5,13,2022-07-20
8084,18561,20-Jul-22,RT4,5,9,2022-07-20
8085,16561,20-Jul-22,RT4,6,10,2022-07-20
8086,17564,20-Jul-22,RT4,6,17,2022-07-20
8087,18560,20-Jul-22,RT4,8,15,2022-07-20
8088,19560,20-Jul-22,RT4,8,16,2022-07-20
8089,18559,20-Jul-22,RT4,6,19,2022-07-20
8090,17563,20-Jul-22,RT4,8,19,2022-07-20
8091,19562,20-Jul-22,RT4,7,14,2022-07-20
8092,17559,20-Jul-22,RT4,8,14,2022-07-20
8093,18558,20-Jul-22,RT4,8,20,2022-07-20
8094,18562,20-Jul-22,RT4,11,20,2022-07-20
8095,18563,20-Jul-22,RT4,7,18,2022-07-20
8096,16563,20-Jul-22,RT4,10,18,2022-07-20
8097,16559,20-Jul-22,RT4,10,18,2022-07-20
8098,16560,20-Jul-22,RT4,3,7,2022-07-20
8099,17561,20-Jul-22,RT4,3,4,2022-07-20
8100,16559,21-Jul-22,RT1,19,30,2022-07-21
8101,18560,21-Jul-22,RT1,19,30,2022-07-21
8102,19562,21-Jul-22,RT1,13,30,2022-07-21
8103,19563,21-Jul-22,RT1,11,30,2022-07-21
8104,17558,21-Jul-22,RT1,7,19,2022-07-21
8105,16558,21-Jul-22,RT1,10,19,2022-07-21
8106,17560,21-Jul-22,RT1,16,40,2022-07-21
8107,19558,21-Jul-22,RT1,15,40,2022-07-21
8108,19560,21-Jul-22,RT1,16,26,2022-07-21
8109,17561,21-Jul-22,RT1,14,26,2022-07-21
8110,16560,21-Jul-22,RT1,17,34,2022-07-21
8111,16561,21-Jul-22,RT1,9,18,2022-07-21
8112,16562,21-Jul-22,RT1,11,31,2022-07-21
8113,16563,21-Jul-22,RT1,21,41,2022-07-21
8114,17559,21-Jul-22,RT1,18,32,2022-07-21
8115,17562,21-Jul-22,RT1,7,20,2022-07-21
8116,17563,21-Jul-22,RT1,13,25,2022-07-21
8117,18558,21-Jul-22,RT1,6,15,2022-07-21
8118,18559,21-Jul-22,RT1,11,42,2022-07-21
8119,18561,21-Jul-22,RT1,14,33,2022-07-21
8120,18562,21-Jul-22,RT1,20,38,2022-07-21
8121,18563,21-Jul-22,RT1,11,27,2022-07-21
8122,19559,21-Jul-22,RT1,8,24,2022-07-21
8123,19561,21-Jul-22,RT1,16,36,2022-07-21
8124,17564,21-Jul-22,RT1,5,16,2022-07-21
8125,19562,21-Jul-22,RT2,11,23,2022-07-21
8126,18563,21-Jul-22,RT2,12,29,2022-07-21
8127,17561,21-Jul-22,RT2,18,36,2022-07-21
8128,17558,21-Jul-22,RT2,20,50,2022-07-21
8129,16562,21-Jul-22,RT2,17,43,2022-07-21
8130,16561,21-Jul-22,RT2,13,24,2022-07-21
8131,16558,21-Jul-22,RT2,11,22,2022-07-21
8132,19560,21-Jul-22,RT2,16,38,2022-07-21
8133,16563,21-Jul-22,RT2,21,38,2022-07-21
8134,16559,21-Jul-22,RT2,19,41,2022-07-21
8135,19559,21-Jul-22,RT2,17,41,2022-07-21
8136,19558,21-Jul-22,RT2,13,39,2022-07-21
8137,17559,21-Jul-22,RT2,20,39,2022-07-21
8138,16560,21-Jul-22,RT2,15,34,2022-07-21
8139,18562,21-Jul-22,RT2,19,34,2022-07-21
8140,18559,21-Jul-22,RT2,17,44,2022-07-21
8141,17563,21-Jul-22,RT2,21,44,2022-07-21
8142,17562,21-Jul-22,RT2,12,30,2022-07-21
8143,18558,21-Jul-22,RT2,11,30,2022-07-21
8144,17564,21-Jul-22,RT2,13,40,2022-07-21
8145,18561,21-Jul-22,RT2,20,40,2022-07-21
8146,18560,21-Jul-22,RT2,27,40,2022-07-21
8147,17560,21-Jul-22,RT2,20,45,2022-07-21
8148,19561,21-Jul-22,RT2,17,45,2022-07-21
8149,19563,21-Jul-22,RT2,19,45,2022-07-21
8150,19563,21-Jul-22,RT3,13,29,2022-07-21
8151,19562,21-Jul-22,RT3,16,29,2022-07-21
8152,19561,21-Jul-22,RT3,12,29,2022-07-21
8153,18562,21-Jul-22,RT3,14,29,2022-07-21
8154,17558,21-Jul-22,RT3,13,27,2022-07-21
8155,17562,21-Jul-22,RT3,10,27,2022-07-21
8156,19559,21-Jul-22,RT3,10,27,2022-07-21
8157,16558,21-Jul-22,RT3,4,8,2022-07-21
8158,16560,21-Jul-22,RT3,7,20,2022-07-21
8159,16562,21-Jul-22,RT3,7,18,2022-07-21
8160,19558,21-Jul-22,RT3,7,21,2022-07-21
8161,16563,21-Jul-22,RT3,8,20,2022-07-21
8162,17559,21-Jul-22,RT3,8,16,2022-07-21
8163,17561,21-Jul-22,RT3,8,19,2022-07-21
8164,17563,21-Jul-22,RT3,8,16,2022-07-21
8165,18563,21-Jul-22,RT3,8,23,2022-07-21
8166,18560,21-Jul-22,RT3,13,24,2022-07-21
8167,16559,21-Jul-22,RT3,14,32,2022-07-21
8168,18559,21-Jul-22,RT3,9,23,2022-07-21
8169,17564,21-Jul-22,RT3,10,24,2022-07-21
8170,17560,21-Jul-22,RT3,12,25,2022-07-21
8171,18561,21-Jul-22,RT3,12,25,2022-07-21
8172,16561,21-Jul-22,RT3,11,21,2022-07-21
8173,18558,21-Jul-22,RT3,11,26,2022-07-21
8174,19560,21-Jul-22,RT3,11,19,2022-07-21
8175,17558,21-Jul-22,RT4,2,6,2022-07-21
8176,19563,21-Jul-22,RT4,2,6,2022-07-21
8177,19559,21-Jul-22,RT4,2,3,2022-07-21
8178,16558,21-Jul-22,RT4,2,3,2022-07-21
8179,18561,21-Jul-22,RT4,4,9,2022-07-21
8180,16561,21-Jul-22,RT4,5,10,2022-07-21
8181,17560,21-Jul-22,RT4,5,13,2022-07-21
8182,17564,21-Jul-22,RT4,7,17,2022-07-21
8183,18560,21-Jul-22,RT4,7,15,2022-07-21
8184,19560,21-Jul-22,RT4,7,16,2022-07-21
8185,18559,21-Jul-22,RT4,6,19,2022-07-21
8186,17563,21-Jul-22,RT4,10,19,2022-07-21
8187,19562,21-Jul-22,RT4,8,14,2022-07-21
8188,17559,21-Jul-22,RT4,7,14,2022-07-21
8189,18558,21-Jul-22,RT4,9,20,2022-07-21
8190,18562,21-Jul-22,RT4,10,20,2022-07-21
8191,18563,21-Jul-22,RT4,9,18,2022-07-21
8192,16563,21-Jul-22,RT4,10,18,2022-07-21
8193,16559,21-Jul-22,RT4,8,18,2022-07-21
8194,16562,21-Jul-22,RT4,3,6,2022-07-21
8195,17562,21-Jul-22,RT4,3,6,2022-07-21
8196,16560,21-Jul-22,RT4,3,7,2022-07-21
8197,19558,21-Jul-22,RT4,3,7,2022-07-21
8198,19561,21-Jul-22,RT4,3,7,2022-07-21
8199,17561,21-Jul-22,RT4,3,4,2022-07-21
8200,19563,22-Jul-22,RT3,13,29,2022-07-22
8201,16559,22-Jul-22,RT1,13,30,2022-07-22
8202,18560,22-Jul-22,RT1,16,30,2022-07-22
8203,19562,22-Jul-22,RT1,16,30,2022-07-22
8204,19563,22-Jul-22,RT1,14,30,2022-07-22
8205,17558,22-Jul-22,RT1,8,19,2022-07-22
8206,16558,22-Jul-22,RT1,10,19,2022-07-22
8207,17560,22-Jul-22,RT1,18,40,2022-07-22
8208,19558,22-Jul-22,RT1,15,40,2022-07-22
8209,19560,22-Jul-22,RT1,13,26,2022-07-22
8210,17561,22-Jul-22,RT1,12,26,2022-07-22
8211,16560,22-Jul-22,RT1,15,34,2022-07-22
8212,16561,22-Jul-22,RT1,9,18,2022-07-22
8213,16562,22-Jul-22,RT1,15,31,2022-07-22
8214,16563,22-Jul-22,RT1,23,41,2022-07-22
8215,17559,22-Jul-22,RT1,13,32,2022-07-22
8216,17562,22-Jul-22,RT1,8,20,2022-07-22
8217,17563,22-Jul-22,RT1,12,25,2022-07-22
8218,18558,22-Jul-22,RT1,5,15,2022-07-22
8219,18559,22-Jul-22,RT1,12,42,2022-07-22
8220,18561,22-Jul-22,RT1,15,33,2022-07-22
8221,18562,22-Jul-22,RT1,18,38,2022-07-22
8222,18563,22-Jul-22,RT1,12,27,2022-07-22
8223,19559,22-Jul-22,RT1,11,24,2022-07-22
8224,19561,22-Jul-22,RT1,16,36,2022-07-22
8225,17564,22-Jul-22,RT1,5,16,2022-07-22
8226,19562,22-Jul-22,RT2,14,23,2022-07-22
8227,18563,22-Jul-22,RT2,12,29,2022-07-22
8228,17561,22-Jul-22,RT2,18,36,2022-07-22
8229,17558,22-Jul-22,RT2,19,50,2022-07-22
8230,16562,22-Jul-22,RT2,15,43,2022-07-22
8231,16561,22-Jul-22,RT2,14,24,2022-07-22
8232,16558,22-Jul-22,RT2,12,22,2022-07-22
8233,19560,22-Jul-22,RT2,23,38,2022-07-22
8234,16563,22-Jul-22,RT2,20,38,2022-07-22
8235,16559,22-Jul-22,RT2,20,41,2022-07-22
8236,19559,22-Jul-22,RT2,18,41,2022-07-22
8237,19558,22-Jul-22,RT2,14,39,2022-07-22
8238,17559,22-Jul-22,RT2,23,39,2022-07-22
8239,16560,22-Jul-22,RT2,15,34,2022-07-22
8240,18562,22-Jul-22,RT2,17,34,2022-07-22
8241,18559,22-Jul-22,RT2,19,44,2022-07-22
8242,17563,22-Jul-22,RT2,21,44,2022-07-22
8243,17562,22-Jul-22,RT2,11,30,2022-07-22
8244,18558,22-Jul-22,RT2,13,30,2022-07-22
8245,17564,22-Jul-22,RT2,14,40,2022-07-22
8246,18561,22-Jul-22,RT2,23,40,2022-07-22
8247,18560,22-Jul-22,RT2,20,40,2022-07-22
8248,17560,22-Jul-22,RT2,20,45,2022-07-22
8249,19561,22-Jul-22,RT2,18,45,2022-07-22
8250,19563,22-Jul-22,RT2,21,45,2022-07-22
8251,19562,22-Jul-22,RT3,14,29,2022-07-22
8252,19561,22-Jul-22,RT3,12,29,2022-07-22
8253,18562,22-Jul-22,RT3,13,29,2022-07-22
8254,17558,22-Jul-22,RT3,10,27,2022-07-22
8255,17562,22-Jul-22,RT3,10,27,2022-07-22
8256,19559,22-Jul-22,RT3,12,27,2022-07-22
8257,16559,22-Jul-22,RT3,20,32,2022-07-22
8258,16558,22-Jul-22,RT3,4,8,2022-07-22
8259,16562,22-Jul-22,RT3,6,18,2022-07-22
8260,17559,22-Jul-22,RT3,7,16,2022-07-22
8261,18559,22-Jul-22,RT3,7,23,2022-07-22
8262,16560,22-Jul-22,RT3,8,20,2022-07-22
8263,17563,22-Jul-22,RT3,8,16,2022-07-22
8264,17561,22-Jul-22,RT3,9,19,2022-07-22
8265,18563,22-Jul-22,RT3,9,23,2022-07-22
8266,19558,22-Jul-22,RT3,9,21,2022-07-22
8267,19560,22-Jul-22,RT3,9,19,2022-07-22
8268,17564,22-Jul-22,RT3,9,24,2022-07-22
8269,17560,22-Jul-22,RT3,10,25,2022-07-22
8270,16561,22-Jul-22,RT3,12,21,2022-07-22
8271,18558,22-Jul-22,RT3,12,26,2022-07-22
8272,18560,22-Jul-22,RT3,12,24,2022-07-22
8273,18561,22-Jul-22,RT3,12,25,2022-07-22
8274,16563,22-Jul-22,RT3,11,20,2022-07-22
8275,17562,22-Jul-22,RT4,2,6,2022-07-22
8276,19563,22-Jul-22,RT4,2,6,2022-07-22
8277,16558,22-Jul-22,RT4,2,3,2022-07-22
8278,19558,22-Jul-22,RT4,4,7,2022-07-22
8279,18561,22-Jul-22,RT4,4,9,2022-07-22
8280,16561,22-Jul-22,RT4,5,10,2022-07-22
8281,17564,22-Jul-22,RT4,6,17,2022-07-22
8282,17560,22-Jul-22,RT4,7,13,2022-07-22
8283,19559,22-Jul-22,RT4,1,3,2022-07-22
8284,18560,22-Jul-22,RT4,8,15,2022-07-22
8285,19560,22-Jul-22,RT4,8,16,2022-07-22
8286,18559,22-Jul-22,RT4,6,19,2022-07-22
8287,17563,22-Jul-22,RT4,12,19,2022-07-22
8288,19562,22-Jul-22,RT4,7,14,2022-07-22
8289,17559,22-Jul-22,RT4,7,14,2022-07-22
8290,18558,22-Jul-22,RT4,9,20,2022-07-22
8291,18562,22-Jul-22,RT4,11,20,2022-07-22
8292,18563,22-Jul-22,RT4,8,18,2022-07-22
8293,16563,22-Jul-22,RT4,10,18,2022-07-22
8294,16559,22-Jul-22,RT4,9,18,2022-07-22
8295,16562,22-Jul-22,RT4,3,6,2022-07-22
8296,17558,22-Jul-22,RT4,3,6,2022-07-22
8297,16560,22-Jul-22,RT4,3,7,2022-07-22
8298,19561,22-Jul-22,RT4,3,7,2022-07-22
8299,17561,22-Jul-22,RT4,3,4,2022-07-22
8300,19563,23-Jul-22,RT3,17,29,2022-07-23
8301,18560,23-Jul-22,RT1,23,30,2022-07-23
8302,19562,23-Jul-22,RT1,24,30,2022-07-23
8303,19563,23-Jul-22,RT1,19,30,2022-07-23
8304,17558,23-Jul-22,RT1,13,19,2022-07-23
8305,16558,23-Jul-22,RT1,14,19,2022-07-23
8306,17560,23-Jul-22,RT1,25,40,2022-07-23
8307,19558,23-Jul-22,RT1,16,40,2022-07-23
8308,19560,23-Jul-22,RT1,21,26,2022-07-23
8309,17561,23-Jul-22,RT1,20,26,2022-07-23
8310,16560,23-Jul-22,RT1,23,34,2022-07-23
8311,16561,23-Jul-22,RT1,14,18,2022-07-23
8312,16562,23-Jul-22,RT1,17,31,2022-07-23
8313,16563,23-Jul-22,RT1,32,41,2022-07-23
8314,17559,23-Jul-22,RT1,22,32,2022-07-23
8315,17562,23-Jul-22,RT1,10,20,2022-07-23
8316,17563,23-Jul-22,RT1,19,25,2022-07-23
8317,18558,23-Jul-22,RT1,9,15,2022-07-23
8318,18559,23-Jul-22,RT1,20,42,2022-07-23
8319,18561,23-Jul-22,RT1,25,33,2022-07-23
8320,18562,23-Jul-22,RT1,26,38,2022-07-23
8321,18563,23-Jul-22,RT1,16,27,2022-07-23
8322,19559,23-Jul-22,RT1,16,24,2022-07-23
8323,19561,23-Jul-22,RT1,22,36,2022-07-23
8324,17564,23-Jul-22,RT1,8,16,2022-07-23
8325,19562,23-Jul-22,RT2,16,23,2022-07-23
8326,18563,23-Jul-22,RT2,16,29,2022-07-23
8327,17561,23-Jul-22,RT2,26,36,2022-07-23
8328,17558,23-Jul-22,RT2,30,50,2022-07-23
8329,16562,23-Jul-22,RT2,26,43,2022-07-23
8330,16561,23-Jul-22,RT2,18,24,2022-07-23
8331,16558,23-Jul-22,RT2,18,22,2022-07-23
8332,19560,23-Jul-22,RT2,32,38,2022-07-23
8333,16563,23-Jul-22,RT2,27,38,2022-07-23
8334,16559,23-Jul-22,RT2,31,41,2022-07-23
8335,19559,23-Jul-22,RT2,25,41,2022-07-23
8336,19558,23-Jul-22,RT2,19,39,2022-07-23
8337,17559,23-Jul-22,RT2,32,39,2022-07-23
8338,16560,23-Jul-22,RT2,18,34,2022-07-23
8339,18562,23-Jul-22,RT2,27,34,2022-07-23
8340,18559,23-Jul-22,RT2,22,44,2022-07-23
8341,17563,23-Jul-22,RT2,32,44,2022-07-23
8342,17562,23-Jul-22,RT2,13,30,2022-07-23
8343,18558,23-Jul-22,RT2,18,30,2022-07-23
8344,17564,23-Jul-22,RT2,23,40,2022-07-23
8345,18561,23-Jul-22,RT2,30,40,2022-07-23
8346,18560,23-Jul-22,RT2,28,40,2022-07-23
8347,17560,23-Jul-22,RT2,26,45,2022-07-23
8348,19561,23-Jul-22,RT2,29,45,2022-07-23
8349,19563,23-Jul-22,RT2,26,45,2022-07-23
8350,16559,23-Jul-22,RT1,21,30,2022-07-23
8351,19562,23-Jul-22,RT3,21,29,2022-07-23
8352,19561,23-Jul-22,RT3,19,29,2022-07-23
8353,18562,23-Jul-22,RT3,21,29,2022-07-23
8354,17558,23-Jul-22,RT3,14,27,2022-07-23
8355,17562,23-Jul-22,RT3,12,27,2022-07-23
8356,19559,23-Jul-22,RT3,17,27,2022-07-23
8357,16559,23-Jul-22,RT3,24,32,2022-07-23
8358,16558,23-Jul-22,RT3,6,8,2022-07-23
8359,17560,23-Jul-22,RT3,15,25,2022-07-23
8360,18561,23-Jul-22,RT3,21,25,2022-07-23
8361,16561,23-Jul-22,RT3,17,21,2022-07-23
8362,16563,23-Jul-22,RT3,16,20,2022-07-23
8363,18558,23-Jul-22,RT3,17,26,2022-07-23
8364,18560,23-Jul-22,RT3,18,24,2022-07-23
8365,16560,23-Jul-22,RT3,13,20,2022-07-23
8366,19560,23-Jul-22,RT3,13,19,2022-07-23
8367,17561,23-Jul-22,RT3,14,19,2022-07-23
8368,18563,23-Jul-22,RT3,14,23,2022-07-23
8369,17564,23-Jul-22,RT3,14,24,2022-07-23
8370,17563,23-Jul-22,RT3,12,16,2022-07-23
8371,18559,23-Jul-22,RT3,12,23,2022-07-23
8372,16562,23-Jul-22,RT3,11,18,2022-07-23
8373,17559,23-Jul-22,RT3,11,16,2022-07-23
8374,19558,23-Jul-22,RT3,11,21,2022-07-23
8375,19559,23-Jul-22,RT4,2,3,2022-07-23
8376,16562,23-Jul-22,RT4,4,6,2022-07-23
8377,16560,23-Jul-22,RT4,4,7,2022-07-23
8378,19558,23-Jul-22,RT4,4,7,2022-07-23
8379,19561,23-Jul-22,RT4,4,7,2022-07-23
8380,16561,23-Jul-22,RT4,8,10,2022-07-23
8381,17560,23-Jul-22,RT4,8,13,2022-07-23
8382,18561,23-Jul-22,RT4,7,9,2022-07-23
8383,17564,23-Jul-22,RT4,9,17,2022-07-23
8384,18560,23-Jul-22,RT4,13,15,2022-07-23
8385,19560,23-Jul-22,RT4,12,16,2022-07-23
8386,18559,23-Jul-22,RT4,10,19,2022-07-23
8387,17563,23-Jul-22,RT4,15,19,2022-07-23
8388,19562,23-Jul-22,RT4,10,14,2022-07-23
8389,17559,23-Jul-22,RT4,11,14,2022-07-23
8390,18558,23-Jul-22,RT4,12,20,2022-07-23
8391,18562,23-Jul-22,RT4,16,20,2022-07-23
8392,18563,23-Jul-22,RT4,10,18,2022-07-23
8393,16563,23-Jul-22,RT4,12,18,2022-07-23
8394,16559,23-Jul-22,RT4,15,18,2022-07-23
8395,17558,23-Jul-22,RT4,3,6,2022-07-23
8396,17562,23-Jul-22,RT4,3,6,2022-07-23
8397,19563,23-Jul-22,RT4,3,6,2022-07-23
8398,17561,23-Jul-22,RT4,3,4,2022-07-23
8399,16558,23-Jul-22,RT4,3,3,2022-07-23
8400,16559,24-Jul-22,RT1,20,30,2022-07-24
8401,18560,24-Jul-22,RT1,23,30,2022-07-24
8402,19562,24-Jul-22,RT1,23,30,2022-07-24
8403,19563,24-Jul-22,RT1,18,30,2022-07-24
8404,17558,24-Jul-22,RT1,10,19,2022-07-24
8405,16558,24-Jul-22,RT1,15,19,2022-07-24
8406,17560,24-Jul-22,RT1,21,40,2022-07-24
8407,19558,24-Jul-22,RT1,20,40,2022-07-24
8408,19560,24-Jul-22,RT1,18,26,2022-07-24
8409,17561,24-Jul-22,RT1,17,26,2022-07-24
8410,16560,24-Jul-22,RT1,22,34,2022-07-24
8411,16561,24-Jul-22,RT1,14,18,2022-07-24
8412,16562,24-Jul-22,RT1,21,31,2022-07-24
8413,16563,24-Jul-22,RT1,33,41,2022-07-24
8414,17559,24-Jul-22,RT1,24,32,2022-07-24
8415,17562,24-Jul-22,RT1,9,20,2022-07-24
8416,17563,24-Jul-22,RT1,18,25,2022-07-24
8417,18558,24-Jul-22,RT1,8,15,2022-07-24
8418,18559,24-Jul-22,RT1,22,42,2022-07-24
8419,18561,24-Jul-22,RT1,22,33,2022-07-24
8420,18562,24-Jul-22,RT1,27,38,2022-07-24
8421,18563,24-Jul-22,RT1,15,27,2022-07-24
8422,19559,24-Jul-22,RT1,15,24,2022-07-24
8423,19561,24-Jul-22,RT1,20,36,2022-07-24
8424,17564,24-Jul-22,RT1,8,16,2022-07-24
8425,19562,24-Jul-22,RT2,16,23,2022-07-24
8426,18563,24-Jul-22,RT2,17,29,2022-07-24
8427,17561,24-Jul-22,RT2,27,36,2022-07-24
8428,17558,24-Jul-22,RT2,30,50,2022-07-24
8429,16562,24-Jul-22,RT2,27,43,2022-07-24
8430,16561,24-Jul-22,RT2,18,24,2022-07-24
8431,16558,24-Jul-22,RT2,17,22,2022-07-24
8432,19560,24-Jul-22,RT2,25,38,2022-07-24
8433,16563,24-Jul-22,RT2,30,38,2022-07-24
8434,16559,24-Jul-22,RT2,29,41,2022-07-24
8435,19559,24-Jul-22,RT2,24,41,2022-07-24
8436,19558,24-Jul-22,RT2,17,39,2022-07-24
8437,17559,24-Jul-22,RT2,28,39,2022-07-24
8438,16560,24-Jul-22,RT2,23,34,2022-07-24
8439,18562,24-Jul-22,RT2,22,34,2022-07-24
8440,18559,24-Jul-22,RT2,23,44,2022-07-24
8441,17563,24-Jul-22,RT2,33,44,2022-07-24
8442,17562,24-Jul-22,RT2,15,30,2022-07-24
8443,18558,24-Jul-22,RT2,16,30,2022-07-24
8444,17564,24-Jul-22,RT2,20,40,2022-07-24
8445,18561,24-Jul-22,RT2,26,40,2022-07-24
8446,18560,24-Jul-22,RT2,31,40,2022-07-24
8447,17560,24-Jul-22,RT2,28,45,2022-07-24
8448,19561,24-Jul-22,RT2,25,45,2022-07-24
8449,19563,24-Jul-22,RT2,25,45,2022-07-24
8450,19563,24-Jul-22,RT3,17,29,2022-07-24
8451,19562,24-Jul-22,RT3,22,29,2022-07-24
8452,19561,24-Jul-22,RT3,16,29,2022-07-24
8453,18562,24-Jul-22,RT3,23,29,2022-07-24
8454,17558,24-Jul-22,RT3,16,27,2022-07-24
8455,17562,24-Jul-22,RT3,16,27,2022-07-24
8456,19559,24-Jul-22,RT3,18,27,2022-07-24
8457,16559,24-Jul-22,RT3,26,32,2022-07-24
8458,16558,24-Jul-22,RT3,6,8,2022-07-24
8459,17560,24-Jul-22,RT3,16,25,2022-07-24
8460,18561,24-Jul-22,RT3,18,25,2022-07-24
8461,16561,24-Jul-22,RT3,16,21,2022-07-24
8462,16563,24-Jul-22,RT3,17,20,2022-07-24
8463,18560,24-Jul-22,RT3,18,24,2022-07-24
8464,18558,24-Jul-22,RT3,15,26,2022-07-24
8465,18563,24-Jul-22,RT3,15,23,2022-07-24
8466,16560,24-Jul-22,RT3,13,20,2022-07-24
8467,17559,24-Jul-22,RT3,13,16,2022-07-24
8468,17561,24-Jul-22,RT3,13,19,2022-07-24
8469,19560,24-Jul-22,RT3,13,19,2022-07-24
8470,19558,24-Jul-22,RT3,9,21,2022-07-24
8471,16562,24-Jul-22,RT3,12,18,2022-07-24
8472,17563,24-Jul-22,RT3,12,16,2022-07-24
8473,18559,24-Jul-22,RT3,12,23,2022-07-24
8474,17564,24-Jul-22,RT3,12,24,2022-07-24
8475,19559,24-Jul-22,RT4,2,3,2022-07-24
8476,19563,24-Jul-22,RT4,4,6,2022-07-24
8477,19561,24-Jul-22,RT4,4,7,2022-07-24
8478,16560,24-Jul-22,RT4,5,7,2022-07-24
8479,16561,24-Jul-22,RT4,8,10,2022-07-24
8480,17560,24-Jul-22,RT4,9,13,2022-07-24
8481,18561,24-Jul-22,RT4,7,9,2022-07-24
8482,17564,24-Jul-22,RT4,9,17,2022-07-24
8483,18560,24-Jul-22,RT4,10,15,2022-07-24
8484,19560,24-Jul-22,RT4,13,16,2022-07-24
8485,18559,24-Jul-22,RT4,11,19,2022-07-24
8486,17563,24-Jul-22,RT4,13,19,2022-07-24
8487,19562,24-Jul-22,RT4,12,14,2022-07-24
8488,17559,24-Jul-22,RT4,11,14,2022-07-24
8489,18558,24-Jul-22,RT4,12,20,2022-07-24
8490,18562,24-Jul-22,RT4,13,20,2022-07-24
8491,18563,24-Jul-22,RT4,9,18,2022-07-24
8492,16563,24-Jul-22,RT4,14,18,2022-07-24
8493,16559,24-Jul-22,RT4,12,18,2022-07-24
8494,16562,24-Jul-22,RT4,3,6,2022-07-24
8495,17558,24-Jul-22,RT4,3,6,2022-07-24
8496,17562,24-Jul-22,RT4,3,6,2022-07-24
8497,19558,24-Jul-22,RT4,3,7,2022-07-24
8498,17561,24-Jul-22,RT4,3,4,2022-07-24
8499,16558,24-Jul-22,RT4,3,3,2022-07-24
8500,16559,25-Jul-22,RT1,16,30,2022-07-25
8501,18560,25-Jul-22,RT1,15,30,2022-07-25
8502,19562,25-Jul-22,RT1,16,30,2022-07-25
8503,19563,25-Jul-22,RT1,12,30,2022-07-25
8504,17558,25-Jul-22,RT1,7,19,2022-07-25
8505,16558,25-Jul-22,RT1,10,19,2022-07-25
8506,17560,25-Jul-22,RT1,17,40,2022-07-25
8507,19558,25-Jul-22,RT1,12,40,2022-07-25
8508,19560,25-Jul-22,RT1,13,26,2022-07-25
8509,17561,25-Jul-22,RT1,15,26,2022-07-25
8510,16560,25-Jul-22,RT1,16,34,2022-07-25
8511,16561,25-Jul-22,RT1,9,18,2022-07-25
8512,16562,25-Jul-22,RT1,15,31,2022-07-25
8513,16563,25-Jul-22,RT1,21,41,2022-07-25
8514,17559,25-Jul-22,RT1,19,32,2022-07-25
8515,17562,25-Jul-22,RT1,9,20,2022-07-25
8516,17563,25-Jul-22,RT1,12,25,2022-07-25
8517,18558,25-Jul-22,RT1,7,15,2022-07-25
8518,18559,25-Jul-22,RT1,11,42,2022-07-25
8519,18561,25-Jul-22,RT1,15,33,2022-07-25
8520,18562,25-Jul-22,RT1,18,38,2022-07-25
8521,18563,25-Jul-22,RT1,10,27,2022-07-25
8522,19559,25-Jul-22,RT1,11,24,2022-07-25
8523,19561,25-Jul-22,RT1,16,36,2022-07-25
8524,17564,25-Jul-22,RT1,6,16,2022-07-25
8525,19562,25-Jul-22,RT2,12,23,2022-07-25
8526,18563,25-Jul-22,RT2,11,29,2022-07-25
8527,17561,25-Jul-22,RT2,20,36,2022-07-25
8528,17558,25-Jul-22,RT2,23,50,2022-07-25
8529,16562,25-Jul-22,RT2,15,43,2022-07-25
8530,16561,25-Jul-22,RT2,11,24,2022-07-25
